site,day_of_month,month,year,text,species,count,areaTextMatch,visitId
Winton Park,27,February,2016,"Starlings x 20 ",Common Starling,20,"Starlings x 20 ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-61734435
Winton Park,21,February,2016,"Starlings x 15 ",Common Starling,15,"Starlings x 15 ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-61698714
Winton Park,14,February,2016,"Starlings x 15 ",Common Starling,15,"Starlings x 15 ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-61658883
Winton Park,7,February,2016,"Starlings x 15 ",Common Starling,15,"Starlings x 15 ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-61619338
Winton Park,6,February,2016,"Starlings x 20 ",Common Starling,20,"Starlings x 20 ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-61614694
Winton Park,24,January,2016,"Starlings x 20 ",Common Starling,20,"Starlings x 20 ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-61538648
Winton Park,17,January,2016,"Starlings x 15 ",Common Starling,15,"Starlings x 15 ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-61501476
Winton Park,16,January,2016,"Starlings x 15 ",Common Starling,15,"Starlings x 15 ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-61497087
Winton Park,3,January,2016,"Starlings x 10 ",Common Starling,10,"Starlings x 10 ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-61424566
Winton Park,27,December,2015,"Starlings x 10 ",Common Starling,10,"Starlings x 10 ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-61390984
Winton Park,28,November,2015,"Starlings x 10 ",Common Starling,10,"Starlings x 10 ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-61250539
Winton Park,22,November,2015,"Starling x 30 ",Common Starling,30,"Starling x 30 ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-61220253
Winton Park,26,September,2015,"Starlings x 10 ",Common Starling,10,"Starlings x 10 ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-60925668
Winton Park,16,August,2015,"Starlings ",Common Starling,X,"Starlings ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-60713307
Winton Park,2,August,2015,"Starlings x 50 ",Common Starling,50,"Starlings x 50 ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-60640617
Winton Park,26,July,2015,"Starlings ",Common Starling,X,"Starlings ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-60602449
Winton Park,12,July,2015,"Starling ",Common Starling,X,"Starling ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-60530053
Winton Park,7,June,2015,"Starlings with young x lots ",Common Starling,X,"Starlings with young x lots ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-60338376
Winton Park,31,May,2015,"Starlings x 50 (with many juveniles) ",Common Starling,50,Starlings x 50 (with many ju,https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-60296740
Winton Park,24,May,2015,"Starlings ",Common Starling,X,"Starlings ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-60257156
Winton Park,10,May,2015,"Starlings ",Common Starling,X,"Starlings ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-60172628
Winton Park,25,April,2015,"Starlings ",Common Starling,X,"Starlings ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-60088818
Winton Park,11,April,2015,"Starlings x 3 ",Common Starling,3,"Starlings x 3 ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-59995415
Winton Park,4,April,2015,"Starlings x lots ",Common Starling,X,"Starlings x lots ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-59952576
Winton Park,7,March,2015,"Starlings ",Common Starling,X,"Starlings ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-59768796
Winton Park,28,February,2015,"Starlings ",Common Starling,X,"Starlings ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-59718994
Winton Park,22,February,2015,"Starlings x 15 (field between Park and School) ",Common Starling,15,Starlings x 15 (field betwee,https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-59674579
Winton Park,21,February,2015,"Starling ",Common Starling,X,"Starling ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-59670649
Winton Park,14,February,2015,"Starlings x 15 ",Common Starling,15,"Starlings x 15 ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-59624693
Winton Park,1,February,2015,"Starlings x 20 ",Common Starling,20,"Starlings x 20 ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-59532838
Winton Park,17,January,2015,"Starling x 20 ",Common Starling,20,"Starling x 20 ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?sort=newestFirst&page=2#comment-59430001
Winton Park,15,November,2014,"Starling ",Common Starling,X,"Starling ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?sort=newestFirst&page=2#comment-59016089
Winton Park,31,August,2014,"Starlings ",Common Starling,X,"Starlings ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?sort=newestFirst&page=2#comment-58444982
Winton Park,31,May,2014,"Starling x lots ",Common Starling,X,"Starling x lots ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?sort=newestFirst&page=2#comment-57711627
Winton Park,25,May,2014,"Starlings feeding young on bowling green ",Common Starling,X,Starlings feeding young on b,https://manchesterbirding.activeboard.com/t56762549/winton-park/?sort=newestFirst&page=2#comment-57662223
Winton Park,24,May,2014,"Starlings feeding lots of young on bowling green ",Common Starling,X,Starlings feeding lots of yo,https://manchesterbirding.activeboard.com/t56762549/winton-park/?sort=newestFirst&page=2#comment-57656866
Piccadilly Gardens,9,March,2012," As a kid my dad used to take me to Piccadilly Gardens to see the Starling roost, its a shame that spectacle is no longer with us. Now over the years, working in and around Manchester, I wonder just what the town centre recorded list is ? and how often do we get a new town centre bird.? ",Common Starling,X," Gardens to see the Starling roost, its a shame ",https://manchesterbirding.activeboard.com/t18118223/other-manchester-city-centre-birds/?sort=newestFirst&page=9#comment-48189862
Brookdale Park,24,May,2011,"Fledged House Sparrows and Starlings. Disappointingly a feeding flock of c110 Starlings appeared to consist of only about 20% juvenile birds. Wonder if the earlier prolonged dry spell has had an effect on this species breeding productivity this year? ",Common Starling,110," House Sparrows and Starlings. Disappointingly a",https://manchesterbirding.activeboard.com/t19014014/newton-heath/?sort=newestFirst&page=2#comment-43015630
Cringle Fields Park,16,June,2011,"c80 Starlings - very few juvs so far ",Common Starling,80,c80 Starlings - very few juvs so,https://manchesterbirding.activeboard.com/t43411669/cringle-fields-park-burnage/?page=1#comment-43411669
Alexandra Park,4,April,2009,"Jackdaw 10 ",Jackdaw,10,"Jackdaw 10 ",https://manchesterbirding.activeboard.com/t15567523/alexandra-park-whalley-range/?sort=newestFirst&page=4#comment-26736355
Alexandra Park,29,March,2009,"5 poss crows (1 huge one definately raven) several blackbirds (no jackdaw). ",Jackdaw,X,"eral blackbirds (no jackdaw). ",https://manchesterbirding.activeboard.com/t15567523/alexandra-park-whalley-range/?sort=newestFirst&page=5#comment-26548878
Alexandra Park,20,March,2009,"Jackdaw 1 ",Jackdaw,1,"Jackdaw 1 ",https://manchesterbirding.activeboard.com/t15567523/alexandra-park-whalley-range/?sort=newestFirst&page=5#comment-26282164
Alexandra Park,7,April,2008,"Jackdaw 2 ",Jackdaw,2,"Jackdaw 2 ",https://manchesterbirding.activeboard.com/t15567523/alexandra-park-whalley-range/?sort=newestFirst&page=5#comment-16489929
Sale Water Park,3,November,2018," Gulls BH Gull 240 LBB Gull 8 Herring Gull 3 Common Gull 4 Ducks Mallard 38 Gadwall 24 Tufted 5 Teal 18 Shoveler 1 Herons 7 Cormorants 11 Corvids Crows Rook Jackdaw Woodpigeon 49 Collared Dove 10 Ring Necked Parakeet 5 Blackbird, Song Thrush, Redwing Robins Blue tit Great Tit Coal tit Long Tailed tit Willow tit Nuthatch, Great spotted woodpecker , Treecreeper Goldcrest Goldfinch Chaffinch Greenfinch , Dunnocks and Sparrows Kestrel Buzzard. Moorhen, Coots, Little grebe . Nature is ace Keep Birding ",Jackdaw,X," Corvids Crows Rook Jackdaw Woodpigeon 49 Colla",https://manchesterbirding.activeboard.com/t10837119/sale-water-park-and-broad-ees-dole/?ts=1542739700&direction=next&page=2&sort=newestFirst#comment-65060480
Sale Water Park,10,March,2018," Mute Swan Canada Geese Mallard Tufted duck Gadwall Teal Gulls BH Gull Herring Gull LBB Gull Grebes Great Crested and Little Tits Blue Great Willow Long Tailed Corvids Crow Jackdaw Rook Magpie Jay Goosanders Snipe Herons and Cormorants. Wren Dunnock Goldcrest Blackbird Song Thrush Mistle Thrush Redwing Great Spotted Woodpecker. Finches Chaffinch Goldfinch Keep Birding ",Jackdaw,X,Tailed Corvids Crow Jackdaw Rook Magpie Jay Goo,https://manchesterbirding.activeboard.com/t10837119/sale-water-park-and-broad-ees-dole/?ts=1542739700&direction=next&page=2&sort=newestFirst#comment-64451037
Sale Water Park,31,December,2017," Sunday Morning 9.30-12.30 Visitor centre area Willow tit x1 GS Woodpecker x2 Nuthatch x1 Great tit x5 Blue Tit x4 Main Lake B H Gull 218 Common Gull 18 Lesser Black backed Gull x9 Herring Gull x 2 Cormorants x 13 Canada Goose 27 Mute Swan x12 Great Crested Grebe x6 Little Grebe x 2 Gadwall x23 Mallard x 29 Goosander x1 Coots x30 Moorhen x 4 Kingfisher x2 Wood pigeon x 30 Feral pigeon x11 Broad ees dole Teal x 15 Buzzard x2 Blackbird x 1 Mistle Thrush x 2 Robins x9 Jackdaw x 5 Crow x 18 Well thats about it for 2017 planing to do a few more Mersey Valley update in 2018 and find something good ... Keep Birding ",Jackdaw,9,"hrush x 2 Robins x9 Jackdaw x 5 Crow x 18 Well ",https://manchesterbirding.activeboard.com/t10837119/sale-water-park-and-broad-ees-dole/?ts=1519861938&direction=next&page=3&sort=newestFirst#comment-64243508
Sale Water Park,26,February,2017,"A blanket of c 300 jackdaw on the field at dusk as they headed towards evening roost. ",Jackdaw,300,A blanket of c 300 jackdaw on the field at dus,https://manchesterbirding.activeboard.com/t10837119/sale-water-park-and-broad-ees-dole/?ts=1493278519&direction=next&page=4&sort=newestFirst#comment-63279911
Sale Water Park,25,September,2016,"2 Jackdaw ",Jackdaw,2,"2 Jackdaw ",https://manchesterbirding.activeboard.com/t10837119/sale-water-park-and-broad-ees-dole/?ts=1493278519&direction=next&page=4&sort=newestFirst#comment-62693869
Sale Water Park,10,April,2015,"Also c100 jackdaw flying over to roost. ",Jackdaw,100,Also c100 jackdaw flying over to roos,https://manchesterbirding.activeboard.com/t10837119/sale-water-park-and-broad-ees-dole/?ts=1430690737&direction=next&page=7&sort=newestFirst#comment-59993429
Sale Water Park,26,March,2015,"3 Jackdaw ",Jackdaw,3,"3 Jackdaw ",https://manchesterbirding.activeboard.com/t10837119/sale-water-park-and-broad-ees-dole/?ts=1430690737&direction=next&page=7&sort=newestFirst#comment-59894895
Sale Water Park,4,November,2014,"1 common snipe, 1 grey heron, 16 goosander, 8 teal, 1 kingfisher, hundreds of jackdaws going to roost, also 1 what looked like a mandarin, the light had faded & was struggling as it was near the far island (bins only) I see simon gough had 2 on 10th oct. ",Jackdaw,X,"fisher, hundreds of jackdaws going to roost, al",https://manchesterbirding.activeboard.com/t10837119/sale-water-park-and-broad-ees-dole/?ts=1421070681&direction=next&page=8&sort=newestFirst#comment-58937130
Sale Water Park,16,December,2012," 4.15 over Broad Ees Dole area 1,000 Jackdaws coming to roost and performing combined aerial acrobats like Starlings. An impressive sight. And sound ",Jackdaw,000,"Ees Dole area 1,000 Jackdaws coming to roost an",https://manchesterbirding.activeboard.com/t10837119/sale-water-park-and-broad-ees-dole/?ts=1356790988&direction=next&page=11&sort=newestFirst#comment-51933256
Sale Water Park,16,November,2012,"Jackdaw ",Jackdaw,X,"Jackdaw ",https://manchesterbirding.activeboard.com/t10837119/sale-water-park-and-broad-ees-dole/?ts=1356790988&direction=next&page=11&sort=newestFirst#comment-51582829
Sale Water Park,18,March,2012,"also large jackdaw roost this evening around 700+ ",Jackdaw,X,"also large jackdaw roost this evening ",https://manchesterbirding.activeboard.com/t10837119/sale-water-park-and-broad-ees-dole/?ts=1356790988&direction=next&page=11&sort=newestFirst#comment-48330532
Sale Water Park,10,March,2012,"watched the corvid roost from the bank off the mersey 500+ mostly jackdaws & crows. ",Jackdaw,X," mersey 500+ mostly jackdaws & crows. ",https://manchesterbirding.activeboard.com/t10837119/sale-water-park-and-broad-ees-dole/?ts=1332110836&direction=next&page=12&sort=newestFirst#comment-48213248
Sale Water Park,19,February,2012,"then as we where leaving got to see over 100 Jackdaws and Rooks come into roost ",Jackdaw,100,got to see over 100 Jackdaws and Rooks come int,https://manchesterbirding.activeboard.com/t10837119/sale-water-park-and-broad-ees-dole/?ts=1332110836&direction=next&page=12&sort=newestFirst#comment-47898890
